stimulus_id,ground_truth_tag,model,condition,epistemic_evidence,stem_term,source
S047,UNCERTAIN,claude-3.5-sonnet,3A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,3A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,3B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,3B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,3B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,3C,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,3C,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,3C,suggest,parameters,PubMed_OA
S048,UNCERTAIN,gpt-4o,1A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,1A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,1A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,1B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,1B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,1B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,1C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,1C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,1C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,2A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,2A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,2A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,2B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,2B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,2B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,3A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,3A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,3A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,3B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,3B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,3B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,3C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,3C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,3C,proposed,Throughout,PubMed_OA
S049,UNCERTAIN,gpt-4o,1A,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,1A,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,1A,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,1B,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,1B,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,1B,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,1C,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,1C,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,1C,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,2A,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,2A,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,2A,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,2B,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,2B,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,2B,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,3A,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,3A,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,3A,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,3B,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,3B,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,3B,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,3C,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,3C,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,3C,may,restorations,PubMed_OA
S050,UNCERTAIN,gpt-4o,1A,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,1A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,1A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,1B,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,1B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,1B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,1C,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,1C,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,1C,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,2A,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,2A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,2A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,2B,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,2B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,2B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,3A,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,3A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,3A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,3B,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,3B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,3B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,3C,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,3C,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,3C,propose,polarization,PubMed_OA
S051,ASSERTIVE,gpt-4o,1A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,1A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,1A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,1B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,1B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,1B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,1C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,1C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,1C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,2A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,2A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,2A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,2B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,2B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,2B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,3A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,3A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,3A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,3B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,3B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,3B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,3C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,3C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,3C,N/A,CMB,PubMed_OA
S052,ASSERTIVE,gpt-4o,1A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,1A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,1A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gpt-4o,1B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,1B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,1B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gpt-4o,1C,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,1C,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,1C,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gpt-4o,2A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,2A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,2A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gpt-4o,2B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,2B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,2B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gpt-4o,3A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,3A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,3A,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gpt-4o,3B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,3B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,3B,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gpt-4o,3C,N/A,EMD,PubMed_OA
S052,ASSERTIVE,claude-3.5-sonnet,3C,N/A,EMD,PubMed_OA
S052,ASSERTIVE,gemini-1.5-pro,3C,N/A,EMD,PubMed_OA
S053,ASSERTIVE,gpt-4o,1A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,1A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,1A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gpt-4o,1B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,1B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,1B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gpt-4o,1C,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,1C,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,1C,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gpt-4o,2A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,2A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,2A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gpt-4o,2B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,2B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,2B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gpt-4o,3A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,3A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,3A,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gpt-4o,3B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,3B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,3B,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gpt-4o,3C,N/A,ALD,PubMed_OA
S053,ASSERTIVE,claude-3.5-sonnet,3C,N/A,ALD,PubMed_OA
S053,ASSERTIVE,gemini-1.5-pro,3C,N/A,ALD,PubMed_OA
S054,ASSERTIVE,gpt-4o,1A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,1A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,1A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gpt-4o,1B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,1B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,1B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gpt-4o,1C,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,1C,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,1C,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gpt-4o,2A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,2A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,2A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gpt-4o,2B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,2B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,2B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gpt-4o,3A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,3A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,3A,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gpt-4o,3B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,3B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,3B,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gpt-4o,3C,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,claude-3.5-sonnet,3C,N/A,malignancies,PubMed_OA
S054,ASSERTIVE,gemini-1.5-pro,3C,N/A,malignancies,PubMed_OA
S055,ASSERTIVE,gpt-4o,1A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,1A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,1A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gpt-4o,1B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,1B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,1B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gpt-4o,1C,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,1C,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,1C,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gpt-4o,2A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,2A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,2A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gpt-4o,2B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,2B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,2B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gpt-4o,3A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,3A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,3A,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gpt-4o,3B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,3B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,3B,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gpt-4o,3C,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,claude-3.5-sonnet,3C,N/A,DCNN,PubMed_OA
S055,ASSERTIVE,gemini-1.5-pro,3C,N/A,DCNN,PubMed_OA
S056,ASSERTIVE,gpt-4o,1A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,1A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,1A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gpt-4o,1B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,1B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,1B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gpt-4o,1C,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,1C,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,1C,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gpt-4o,2A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,2A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,2A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gpt-4o,2B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,2B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,2B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gpt-4o,3A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,3A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,3A,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gpt-4o,3B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,3B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,3B,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gpt-4o,3C,N/A,PEM,PubMed_OA
S056,ASSERTIVE,claude-3.5-sonnet,3C,N/A,PEM,PubMed_OA
S056,ASSERTIVE,gemini-1.5-pro,3C,N/A,PEM,PubMed_OA
S057,ASSERTIVE,gpt-4o,1A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,1A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,1A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gpt-4o,1B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,1B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,1B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gpt-4o,1C,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,1C,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,1C,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gpt-4o,2A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,2A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,2A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gpt-4o,2B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,2B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,2B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gpt-4o,3A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,3A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,3A,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gpt-4o,3B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,3B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,3B,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gpt-4o,3C,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,claude-3.5-sonnet,3C,N/A,SP2T,PubMed_OA
S057,ASSERTIVE,gemini-1.5-pro,3C,N/A,SP2T,PubMed_OA
S058,ASSERTIVE,gpt-4o,1A,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,1A,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,1A,N/A,regression,PubMed_OA
S058,ASSERTIVE,gpt-4o,1B,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,1B,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,1B,N/A,regression,PubMed_OA
S058,ASSERTIVE,gpt-4o,1C,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,1C,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,1C,N/A,regression,PubMed_OA
S058,ASSERTIVE,gpt-4o,2A,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,2A,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,2A,N/A,regression,PubMed_OA
S058,ASSERTIVE,gpt-4o,2B,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,2B,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,2B,N/A,regression,PubMed_OA
S058,ASSERTIVE,gpt-4o,3A,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,3A,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,3A,N/A,regression,PubMed_OA
S058,ASSERTIVE,gpt-4o,3B,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,3B,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,3B,N/A,regression,PubMed_OA
S058,ASSERTIVE,gpt-4o,3C,N/A,regression,PubMed_OA
S058,ASSERTIVE,claude-3.5-sonnet,3C,N/A,regression,PubMed_OA
S058,ASSERTIVE,gemini-1.5-pro,3C,N/A,regression,PubMed_OA
S059,ASSERTIVE,gpt-4o,1A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,1A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,1A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gpt-4o,1B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,1B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,1B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gpt-4o,1C,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,1C,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,1C,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gpt-4o,2A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,2A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,2A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gpt-4o,2B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,2B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,2B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gpt-4o,3A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,3A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,3A,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gpt-4o,3B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,3B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,3B,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gpt-4o,3C,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,claude-3.5-sonnet,3C,N/A,biodegradability,PubMed_OA
S059,ASSERTIVE,gemini-1.5-pro,3C,N/A,biodegradability,PubMed_OA
S060,ASSERTIVE,gpt-4o,1A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,1A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,1A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gpt-4o,1B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,1B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,1B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gpt-4o,1C,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,1C,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,1C,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gpt-4o,2A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,2A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,2A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gpt-4o,2B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,2B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,2B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gpt-4o,3A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,3A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,3A,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gpt-4o,3B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,3B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,3B,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gpt-4o,3C,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,claude-3.5-sonnet,3C,N/A,higher-dimensional,PubMed_OA
S060,ASSERTIVE,gemini-1.5-pro,3C,N/A,higher-dimensional,PubMed_OA
